text_id,aspect,evidence_span,polarity,confidence,model,latency_ms
48,restrooms,restrooms,Negative,0.9683,pyabsa-multilingual,50380
49,المحلات,المحلات,Negative,0.9944,pyabsa-multilingual,50380
49,بزيادة,بزيادة,Negative,0.9916,pyabsa-multilingual,50380
50,المكان,المكان,Positive,0.9988,pyabsa-multilingual,50380
51,منتزهات,منتزهات,Positive,0.9976,pyabsa-multilingual,50380
54,أجواء,أجواء,Positive,0.9903,pyabsa-multilingual,50380
55,فندق,فندق,Positive,0.9988,pyabsa-multilingual,50380
56,وادي,وادي,Positive,0.9981,pyabsa-multilingual,50380
57,مول,مول,Positive,0.9978,pyabsa-multilingual,50380
58,فندق,فندق,Positive,0.9956,pyabsa-multilingual,50380
58,متعاونين,متعاونين,Positive,0.9914,pyabsa-multilingual,50380
62,المحلات,المحلات,Positive,0.9966,pyabsa-multilingual,50380
63,وتقنية,وتقنية,Positive,0.9985,pyabsa-multilingual,50380
67,مكان,مكان,Positive,0.9988,pyabsa-multilingual,50380
69,الموقع,الموقع,Positive,0.9951,pyabsa-multilingual,50380
69,الخدمه,الخدمه,Positive,0.9856,pyabsa-multilingual,50380
70,place,place,Positive,0.8544,pyabsa-multilingual,50380
71,منتزه,منتزه,Positive,0.9314,pyabsa-multilingual,50380
71,الكلاب,الكلاب,Negative,0.8432,pyabsa-multilingual,50380
71,الجلسات,الجلسات,Negative,0.9586,pyabsa-multilingual,50380
71,الملاعب,الملاعب,Negative,0.8426,pyabsa-multilingual,50380
71,الله,الله,Negative,0.9564,pyabsa-multilingual,50380
71,مقطوعه,مقطوعه,Positive,0.5499,pyabsa-multilingual,50380
71,مويه,مويه,Positive,0.5269,pyabsa-multilingual,50380
72,مكان,مكان,Positive,0.9988,pyabsa-multilingual,50380
74,شاطئ,شاطئ,Positive,0.8494,pyabsa-multilingual,50380
74,الاصداف,الاصداف,Negative,0.69,pyabsa-multilingual,50380
76,مكان,مكان,Positive,0.9958,pyabsa-multilingual,50380
76,رسوم الدخول,رسوم الدخول,Negative,0.9877,pyabsa-multilingual,50380
77,منظر,منظر,Positive,0.9987,pyabsa-multilingual,50380
77,رائع,رائع,Positive,0.9988,pyabsa-multilingual,50380
77,view,view,Positive,0.9987,pyabsa-multilingual,50380
77,place,place,Positive,0.9984,pyabsa-multilingual,50380
78,اسعار,اسعار,Negative,0.9965,pyabsa-multilingual,50380
78,سيئه,سيئه,Negative,0.997,pyabsa-multilingual,50380
81,shada Suite,shada Suite,Positive,0.9612,pyabsa-multilingual,50380
82,الحديقة,الحديقة,Positive,0.9964,pyabsa-multilingual,50380
83,مكان,مكان,Positive,0.9988,pyabsa-multilingual,50380
84,مكان,مكان,Positive,0.9967,pyabsa-multilingual,50380
85,water,water,Negative,0.5874,pyabsa-multilingual,50380
85,grass,grass,Negative,0.943,pyabsa-multilingual,50380
86,الفطور,الفطور,Negative,0.9333,pyabsa-multilingual,50380
86,السرير,السرير,Negative,0.9823,pyabsa-multilingual,50380
87,مكان,مكان,Positive,0.9986,pyabsa-multilingual,50380
88,لوحة,لوحة,Positive,0.9784,pyabsa-multilingual,50380
90,beach,beach,Positive,0.9985,pyabsa-multilingual,50380
92,معلم,معلم,Positive,0.9852,pyabsa-multilingual,50380
92,سعر التذاكر,سعر التذاكر,Negative,0.9881,pyabsa-multilingual,50380
92,صغير,صغير,Negative,0.994,pyabsa-multilingual,50380
94,اكله,اكله,Positive,0.9987,pyabsa-multilingual,50380
99,العمالة,العمالة,Negative,0.9926,pyabsa-multilingual,50380
2,مكان,مكان,Positive,0.9987,pyabsa-multilingual,46438
2,القائمين,القائمين,Positive,0.9989,pyabsa-multilingual,46438
4,مكان,مكان,Positive,0.9871,pyabsa-multilingual,46438
5,park,park,Positive,0.9967,pyabsa-multilingual,46438
5,lunch,lunch,Neutral,0.9621,pyabsa-multilingual,46438
6,سوق,سوق,Neutral,0.6016,pyabsa-multilingual,46438
6,الاسعار,الاسعار,Negative,0.9769,pyabsa-multilingual,46438
8,مكان,مكان,Positive,0.9985,pyabsa-multilingual,46438
10,مطلات,مطلات,Positive,0.9916,pyabsa-multilingual,46438
10,النت,النت,Negative,0.9914,pyabsa-multilingual,46438
11,فندق,فندق,Negative,0.564,pyabsa-multilingual,46438
12,قرية,قرية,Positive,0.998,pyabsa-multilingual,46438
14,فندق,فندق,Negative,0.8611,pyabsa-multilingual,46438
14,الخدمات,الخدمات,Negative,0.8741,pyabsa-multilingual,46438
17,traditional foods,traditional foods,Positive,0.998,pyabsa-multilingual,46438
18,تجربة,تجربة,Positive,0.9939,pyabsa-multilingual,46438
19,موسى,موسى,Negative,0.99,pyabsa-multilingual,46438
20,مكان,مكان,Positive,0.9981,pyabsa-multilingual,46438
21,الغرف,الغرف,Positive,0.9351,pyabsa-multilingual,46438
21,الفطور,الفطور,Negative,0.8993,pyabsa-multilingual,46438
22,park,park,Positive,0.9943,pyabsa-multilingual,46438
22,slides,slides,Positive,0.9927,pyabsa-multilingual,46438
23,place,place,Positive,0.9964,pyabsa-multilingual,46438
24,نظافة,نظافة,Negative,0.9959,pyabsa-multilingual,46438
25,عصيراتهم,عصيراتهم,Negative,0.9965,pyabsa-multilingual,46438
26,مكان,مكان,Positive,0.9988,pyabsa-multilingual,46438
27,time,time,Negative,0.9935,pyabsa-multilingual,46438
29,الغرف,الغرف,Negative,0.9796,pyabsa-multilingual,46438
30,اقامة,اقامة,Positive,0.9982,pyabsa-multilingual,46438
30,التعامل,التعامل,Positive,0.9981,pyabsa-multilingual,46438
30,الموظفين,الموظفين,Positive,0.9964,pyabsa-multilingual,46438
31,المكان,المكان,Positive,0.9726,pyabsa-multilingual,46438
31,المياه,المياه,Negative,0.9834,pyabsa-multilingual,46438
33,الفنادق,الفنادق,Positive,0.9984,pyabsa-multilingual,46438
33,الحرم,الحرم,Positive,0.9981,pyabsa-multilingual,46438
33,الموظف,الموظف,Positive,0.9984,pyabsa-multilingual,46438
33,الاستقبال,الاستقبال,Positive,0.998,pyabsa-multilingual,46438
33,شكرا,شكرا,Positive,0.9974,pyabsa-multilingual,46438
35,الاهتمام,الاهتمام,Negative,0.9949,pyabsa-multilingual,46438
36,المحلات,المحلات,Negative,0.8276,pyabsa-multilingual,46438
37,مكان,مكان,Positive,0.9986,pyabsa-multilingual,46438
37,جميل,جميل,Positive,0.9988,pyabsa-multilingual,46438
38,المطعم,المطعم,Positive,0.9988,pyabsa-multilingual,46438
39,منتجع,منتجع,Positive,0.9987,pyabsa-multilingual,46438
40,شي,شي,Positive,0.9967,pyabsa-multilingual,46438
42,كذب,كذب,Negative,0.9463,pyabsa-multilingual,46438
43,سعر,سعر,Positive,0.5588,pyabsa-multilingual,46438
46,حديقه,حديقه,Positive,0.9987,pyabsa-multilingual,46438
46,ممتاز,ممتاز,Positive,0.9988,pyabsa-multilingual,46438
47,شاطئ,شاطئ,Positive,0.9984,pyabsa-multilingual,46438
48,مكان,مكان,Positive,0.9987,pyabsa-multilingual,46438
48,البلدية,البلدية,Positive,0.9987,pyabsa-multilingual,46438
50,الموقع,الموقع,Positive,0.9948,pyabsa-multilingual,46438
50,اسعار المطعم,اسعار المطعم,Negative,0.9406,pyabsa-multilingual,46438
51,ج م ي ل ❤,ج م ي ل ❤,Positive,0.4575,pyabsa-multilingual,46438
52,المكان,المكان,Negative,0.966,pyabsa-multilingual,46438
56,attraction,attraction,Positive,0.9948,pyabsa-multilingual,46438
57,فندكلاسيكي,فندكلاسيكي,Positive,0.9964,pyabsa-multilingual,46438
57,قولف,قولف,Positive,0.9927,pyabsa-multilingual,46438
59,الاثاث,الاثاث,Negative,0.9786,pyabsa-multilingual,46438
60,وسط المدينه,وسط المدينه,Positive,0.9987,pyabsa-multilingual,46438
61,فندق,فندق,Negative,0.989,pyabsa-multilingual,46438
61,الحجر,الحجر,Negative,0.9949,pyabsa-multilingual,46438
61,سيرفيس,سيرفيس,Negative,0.9971,pyabsa-multilingual,46438
62,صيانة,صيانة,Positive,0.9988,pyabsa-multilingual,46438
63,واضافة اكسسورات,واضافة اكسسورات,Negative,0.9637,pyabsa-multilingual,46438
64,مكان,مكان,Positive,0.9873,pyabsa-multilingual,46438
64,طاقم العمل,طاقم العمل,Positive,0.8653,pyabsa-multilingual,46438
65,ف الاستقبال,ف الاستقبال,Positive,0.9968,pyabsa-multilingual,46438
65,مكان,مكان,Positive,0.9922,pyabsa-multilingual,46438
66,جواثا,جواثا,Negative,0.9925,pyabsa-multilingual,46438
67,مكان,مكان,Positive,0.8565,pyabsa-multilingual,46438
69,مكان,مكان,Positive,0.9976,pyabsa-multilingual,46438
71,coffee,coffee,Negative,0.9958,pyabsa-multilingual,46438
71,customer service,customer service,Negative,0.9967,pyabsa-multilingual,46438
71,car parking,car parking,Negative,0.9951,pyabsa-multilingual,46438
73,مكان,مكان,Positive,0.9988,pyabsa-multilingual,46438
74,حديقة,حديقة,Positive,0.9988,pyabsa-multilingual,46438
75,الفطور,الفطور,Negative,0.9784,pyabsa-multilingual,46438
76,مكان,مكان,Negative,0.7216,pyabsa-multilingual,46438
79,الدار,الدار,Positive,0.9981,pyabsa-multilingual,46438
79,خدمات,خدمات,Positive,0.9983,pyabsa-multilingual,46438
79,رائع,رائع,Positive,0.9921,pyabsa-multilingual,46438
79,عاليه,عاليه,Positive,0.9287,pyabsa-multilingual,46438
79,عالي,عالي,Positive,0.8653,pyabsa-multilingual,46438
79,مناسبة,مناسبة,Positive,0.9119,pyabsa-multilingual,46438
80,المنطقة,المنطقة,Negative,0.958,pyabsa-multilingual,46438
81,فندق,فندق,Positive,0.9985,pyabsa-multilingual,46438
81,اجمل,اجمل,Positive,0.9984,pyabsa-multilingual,46438
83,اوقات الدخول,اوقات الدخول,Positive,0.9573,pyabsa-multilingual,46438
84,حديقة,حديقة,Positive,0.9882,pyabsa-multilingual,46438
84,ملعب,ملعب,Positive,0.9862,pyabsa-multilingual,46438
84,المياه,المياه,Positive,0.9695,pyabsa-multilingual,46438
84,متخصص,متخصص,Positive,0.795,pyabsa-multilingual,46438
85,place,place,Positive,0.9962,pyabsa-multilingual,46438
86,قلعة,قلعة,Positive,0.9987,pyabsa-multilingual,46438
89,التجربة,التجربة,Positive,0.9983,pyabsa-multilingual,46438
90,تغمص,تغمص,Negative,0.997,pyabsa-multilingual,46438
91,park,park,Positive,0.9965,pyabsa-multilingual,46438
94,محلات,محلات,Positive,0.7366,pyabsa-multilingual,46438
95,منتزه,منتزه,Positive,0.9989,pyabsa-multilingual,46438
96,place,place,Positive,0.9987,pyabsa-multilingual,46438
96,view,view,Positive,0.9987,pyabsa-multilingual,46438
97,معلم,معلم,Positive,0.9989,pyabsa-multilingual,46438
98,عمال النظافة,عمال النظافة,Negative,0.9585,pyabsa-multilingual,46438
99,منتزه,منتزه,Positive,0.9988,pyabsa-multilingual,46438
0,تجربة,تجربة,Positive,0.9988,pyabsa-multilingual,47739
1,مكان,مكان,Positive,0.9988,pyabsa-multilingual,47739
2,المبلغ,المبلغ,Negative,0.602,pyabsa-multilingual,47739
3,معقول,معقول,Positive,0.8538,pyabsa-multilingual,47739
4,فندق,فندق,Positive,0.9986,pyabsa-multilingual,47739
4,مميز,مميز,Positive,0.9983,pyabsa-multilingual,47739
4,الخدمات,الخدمات,Positive,0.9983,pyabsa-multilingual,47739
5,place,place,Positive,0.5605,pyabsa-multilingual,47739
5,Transportation,Transportation,Negative,0.5489,pyabsa-multilingual,47739
6,يتميزون,يتميزون,Positive,0.9982,pyabsa-multilingual,47739
6,التعامل,التعامل,Positive,0.996,pyabsa-multilingual,47739
7,شاطئ,شاطئ,Positive,0.9006,pyabsa-multilingual,47739
7,المبلغ,المبلغ,Negative,0.9662,pyabsa-multilingual,47739
10,السطحات,السطحات,Negative,0.9489,pyabsa-multilingual,47739
12,أماكن,أماكن,Negative,0.6682,pyabsa-multilingual,47739
14,شقق,شقق,Positive,0.9953,pyabsa-multilingual,47739
14,ممتاز,ممتاز,Positive,0.9941,pyabsa-multilingual,47739
14,اسعار,اسعار,Negative,0.955,pyabsa-multilingual,47739
15,ground,ground,Positive,0.9882,pyabsa-multilingual,47739
21,الطرق,الطرق,Positive,0.7917,pyabsa-multilingual,47739
22,الاسعار,الاسعار,Negative,0.8322,pyabsa-multilingual,47739
24,مكان,مكان,Positive,0.9836,pyabsa-multilingual,47739
25,المكان,المكان,Positive,0.9988,pyabsa-multilingual,47739
26,كلاب,كلاب,Negative,0.9968,pyabsa-multilingual,47739
26,حراس,حراس,Negative,0.9963,pyabsa-multilingual,47739
27,مكان,مكان,Positive,0.9989,pyabsa-multilingual,47739
28,مدينة,مدينة,Positive,0.9894,pyabsa-multilingual,47739
30,الجلسه,الجلسه,Negative,0.9818,pyabsa-multilingual,47739
30,الحمامات,الحمامات,Negative,0.9256,pyabsa-multilingual,47739
31,المكان,المكان,Negative,0.9949,pyabsa-multilingual,47739
32,الشواطى,الشواطى,Positive,0.9914,pyabsa-multilingual,47739
32,الخدمات,الخدمات,Negative,0.9813,pyabsa-multilingual,47739
33,التنزه,التنزه,Positive,0.9978,pyabsa-multilingual,47739
35,الديكور القهوه,الديكور القهوه,Negative,0.875,pyabsa-multilingual,47739
35,التقديم,التقديم,Positive,0.9628,pyabsa-multilingual,47739
36,الفندق,الفندق,Negative,0.9966,pyabsa-multilingual,47739
37,كمية الطعام,كمية الطعام,Negative,0.9942,pyabsa-multilingual,47739
37,الأرز,الأرز,Negative,0.8841,pyabsa-multilingual,47739
37,نكهته,نكهته,Negative,0.9059,pyabsa-multilingual,47739
37,المكان,المكان,Negative,0.7854,pyabsa-multilingual,47739
39,للاطقال,للاطقال,Positive,0.9988,pyabsa-multilingual,47739
41,شقق,شقق,Positive,0.9981,pyabsa-multilingual,47739
41,إفطار,إفطار,Positive,0.9899,pyabsa-multilingual,47739
42,اللحم,اللحم,Negative,0.9932,pyabsa-multilingual,47739
43,فيران,فيران,Negative,0.9939,pyabsa-multilingual,47739
44,مكان,مكان,Positive,0.9986,pyabsa-multilingual,47739
45,experience,experience,Positive,0.9987,pyabsa-multilingual,47739
46,مكان,مكان,Positive,0.9987,pyabsa-multilingual,47739
46,القائمين,القائمين,Positive,0.9989,pyabsa-multilingual,47739
47,غرفتين,غرفتين,Negative,0.9969,pyabsa-multilingual,47739
47,صاله,صاله,Negative,0.997,pyabsa-multilingual,47739
47,الاسياب,الاسياب,Negative,0.9964,pyabsa-multilingual,47739
49,الموقع,الموقع,Positive,0.9972,pyabsa-multilingual,47739
49,الطبيعي,الطبيعي,Positive,0.9021,pyabsa-multilingual,47739
49,البحر,البحر,Neutral,0.8855,pyabsa-multilingual,47739
51,place,place,Positive,0.9985,pyabsa-multilingual,47739
52,الفندق,الفندق,Positive,0.9906,pyabsa-multilingual,47739
52,الاستقبال,الاستقبال,Negative,0.6687,pyabsa-multilingual,47739
53,الخدمات,الخدمات,Positive,0.9986,pyabsa-multilingual,47739
56,تعامل,تعامل,Positive,0.9985,pyabsa-multilingual,47739
56,الاستقبال,الاستقبال,Positive,0.9982,pyabsa-multilingual,47739
56,امانه,امانه,Positive,0.9976,pyabsa-multilingual,47739
57,خدمه,خدمه,Negative,0.9969,pyabsa-multilingual,47739
58,قلعة مارد,قلعة مارد,Positive,0.9475,pyabsa-multilingual,47739
59,weather,weather,Positive,0.9939,pyabsa-multilingual,47739
60,المائيه,المائيه,Positive,0.64,pyabsa-multilingual,47739
61,place,place,Positive,0.9954,pyabsa-multilingual,47739
61,food,food,Neutral,0.951,pyabsa-multilingual,47739
61,drinks,drinks,Neutral,0.9446,pyabsa-multilingual,47739
62,سينما,سينما,Positive,0.9839,pyabsa-multilingual,47739
62,المطاعم,المطاعم,Positive,0.9754,pyabsa-multilingual,47739
62,المكان,المكان,Positive,0.9272,pyabsa-multilingual,47739
65,فندق,فندق,Negative,0.992,pyabsa-multilingual,47739
65,الخدمات,الخدمات,Negative,0.9934,pyabsa-multilingual,47739
65,المناشف,المناشف,Negative,0.997,pyabsa-multilingual,47739
66,قلعة,قلعة,Positive,0.9982,pyabsa-multilingual,47739
68,الفندق,الفندق,Positive,0.9941,pyabsa-multilingual,47739
68,الحرم النبوي,الحرم النبوي,Positive,0.9926,pyabsa-multilingual,47739
68,الاثاث,الاثاث,Negative,0.9385,pyabsa-multilingual,47739
68,الموكيت,الموكيت,Negative,0.994,pyabsa-multilingual,47739
69,park,park,Positive,0.9983,pyabsa-multilingual,47739
70,مكان,مكان,Positive,0.6187,pyabsa-multilingual,47739
71,المكان,المكان,Positive,0.9563,pyabsa-multilingual,47739
72,place,place,Positive,0.9949,pyabsa-multilingual,47739
73,فندق,فندق,Positive,0.9985,pyabsa-multilingual,47739
73,الموظفين,الموظفين,Positive,0.9988,pyabsa-multilingual,47739
73,اطلاله,اطلاله,Positive,0.9988,pyabsa-multilingual,47739
74,منتزه,منتزه,Positive,0.9988,pyabsa-multilingual,47739
77,ambiance,ambiance,Positive,0.9615,pyabsa-multilingual,47739
78,المقهى,المقهى,Positive,0.9986,pyabsa-multilingual,47739
78,قهوتهم,قهوتهم,Positive,0.9986,pyabsa-multilingual,47739
79,مكان,مكان,Positive,0.9988,pyabsa-multilingual,47739
81,اسعار,اسعار,Positive,0.6698,pyabsa-multilingual,47739
81,الفراش,الفراش,Negative,0.8938,pyabsa-multilingual,47739
85,تجربه,تجربه,Positive,0.9979,pyabsa-multilingual,47739
86,موقع,موقع,Positive,0.9985,pyabsa-multilingual,47739
86,لذيذ,لذيذ,Positive,0.9988,pyabsa-multilingual,47739
86,راقي,راقي,Positive,0.9987,pyabsa-multilingual,47739
89,نظافه,نظافه,Positive,0.9988,pyabsa-multilingual,47739
89,وهدوء,وهدوء,Positive,0.9989,pyabsa-multilingual,47739
90,مكان,مكان,Positive,0.9987,pyabsa-multilingual,47739
92,مطاعم,مطاعم,Positive,0.6917,pyabsa-multilingual,47739
94,place,place,Positive,0.9973,pyabsa-multilingual,47739
95,فندق,فندق,Positive,0.9987,pyabsa-multilingual,47739
95,ممتاز,ممتاز,Positive,0.9989,pyabsa-multilingual,47739
96,مكان,مكان,Positive,0.9985,pyabsa-multilingual,47739
97,Falah Park,Falah Park,Positive,0.9973,pyabsa-multilingual,47739
97,place,place,Positive,0.9937,pyabsa-multilingual,47739
98,الفوط,الفوط,Negative,0.9962,pyabsa-multilingual,47739
98,والصابون واحذيه الحمام والغرفة خدعنا,والصابون واحذيه الحمام والغرفة خدعنا,Negative,0.9971,pyabsa-multilingual,47739
99,place,place,Positive,0.9918,pyabsa-multilingual,47739
0,امامة,امامة,Negative,0.7017,pyabsa-multilingual,48863
2,في,في,Positive,0.9949,pyabsa-multilingual,48863
3,park,park,Positive,0.9905,pyabsa-multilingual,48863
4,place,place,Positive,0.9979,pyabsa-multilingual,48863
5,أثاث,أثاث,Negative,0.8907,pyabsa-multilingual,48863
6,staff,staff,Positive,0.9965,pyabsa-multilingual,48863
6,atmosphere,atmosphere,Positive,0.9904,pyabsa-multilingual,48863
6,coffee,coffee,Negative,0.6755,pyabsa-multilingual,48863
6,beans,beans,Negative,0.8606,pyabsa-multilingual,48863
6,icedlatte,icedlatte,Positive,0.9184,pyabsa-multilingual,48863
7,منتزهات,منتزهات,Positive,0.9982,pyabsa-multilingual,48863
8,مكان,مكان,Positive,0.9988,pyabsa-multilingual,48863
9,حديقة,حديقة,Positive,0.9898,pyabsa-multilingual,48863
10,مطعم,مطعم,Positive,0.9973,pyabsa-multilingual,48863
10,فظيع,فظيع,Positive,0.9978,pyabsa-multilingual,48863
12,خدمة,خدمة,Positive,0.9989,pyabsa-multilingual,48863
14,الفنادق,الفنادق,Positive,0.9983,pyabsa-multilingual,48863
14,خدمه اسعار,خدمه اسعار,Positive,0.9978,pyabsa-multilingual,48863
14,فطور,فطور,Positive,0.9936,pyabsa-multilingual,48863
15,park,park,Positive,0.9202,pyabsa-multilingual,48863
16,الفندق,الفندق,Positive,0.9664,pyabsa-multilingual,48863
16,الغرف,الغرف,Positive,0.6168,pyabsa-multilingual,48863
17,مكان,مكان,Positive,0.9978,pyabsa-multilingual,48863
17,اسياج,اسياج,Positive,0.8019,pyabsa-multilingual,48863
19,القائمين,القائمين,Positive,0.9987,pyabsa-multilingual,48863
20,place,place,Positive,0.9975,pyabsa-multilingual,48863
23,الاسعار,الاسعار,Negative,0.9917,pyabsa-multilingual,48863
25,مكان,مكان,Positive,0.9986,pyabsa-multilingual,48863
26,المكان,المكان,Positive,0.9357,pyabsa-multilingual,48863
28,وادي,وادي,Positive,0.9969,pyabsa-multilingual,48863
29,البوفيه,البوفيه,Negative,0.9526,pyabsa-multilingual,48863
30,المكان,المكان,Positive,0.9949,pyabsa-multilingual,48863
30,مميزة,مميزة,Positive,0.9894,pyabsa-multilingual,48863
30,مظلات,مظلات,Negative,0.9922,pyabsa-multilingual,48863
30,الجلسات,الجلسات,Negative,0.9856,pyabsa-multilingual,48863
31,view,view,Positive,0.9977,pyabsa-multilingual,48863
35,الفندق,الفندق,Positive,0.9979,pyabsa-multilingual,48863
35,تعمالهم,تعمالهم,Positive,0.998,pyabsa-multilingual,48863
35,الحرم,الحرم,Positive,0.9975,pyabsa-multilingual,48863
36,التعامل,التعامل,Positive,0.9978,pyabsa-multilingual,48863
36,وفقك,وفقك,Positive,0.9975,pyabsa-multilingual,48863
38,موقف السيارة,موقف السيارة,Negative,0.9876,pyabsa-multilingual,48863
40,أجواء,أجواء,Positive,0.7927,pyabsa-multilingual,48863
44,مكان,مكان,Positive,0.9988,pyabsa-multilingual,48863
46,مطعم للاكلات,مطعم للاكلات,Positive,0.9967,pyabsa-multilingual,48863
49,المكان,المكان,Positive,0.9985,pyabsa-multilingual,48863
49,الشاطئ,الشاطئ,Positive,0.9988,pyabsa-multilingual,48863
50,قلعة,قلعة,Positive,0.9641,pyabsa-multilingual,48863
50,مسجد,مسجد,Positive,0.9434,pyabsa-multilingual,48863
51,حديقة الصبح,حديقة الصبح,Positive,0.9422,pyabsa-multilingual,48863
51,كورنيش,كورنيش,Positive,0.9756,pyabsa-multilingual,48863
52,منتزه,منتزه,Positive,0.9979,pyabsa-multilingual,48863
52,مطعم,مطعم,Positive,0.9915,pyabsa-multilingual,48863
53,دوراة,دوراة,Negative,0.9765,pyabsa-multilingual,48863
53,النظافة,النظافة,Negative,0.9758,pyabsa-multilingual,48863
54,النافورة,النافورة,Negative,0.6015,pyabsa-multilingual,48863
55,خدمات عامه,خدمات عامه,Negative,0.9959,pyabsa-multilingual,48863
58,المكان,المكان,Positive,0.9935,pyabsa-multilingual,48863
59,beach,beach,Positive,0.9629,pyabsa-multilingual,48863
60,مطعم,مطعم,Positive,0.9298,pyabsa-multilingual,48863
62,فندق,فندق,Positive,0.7557,pyabsa-multilingual,48863
62,السعر,السعر,Negative,0.8512,pyabsa-multilingual,48863
65,منتزه,منتزه,Positive,0.9571,pyabsa-multilingual,48863
65,عمال نظافه,عمال نظافه,Positive,0.9808,pyabsa-multilingual,48863
67,فندق,فندق,Positive,0.9986,pyabsa-multilingual,48863
67,خدماته,خدماته,Positive,0.9987,pyabsa-multilingual,48863
68,سيسد,سيسد,Positive,0.998,pyabsa-multilingual,48863
68,العاب,العاب,Positive,0.9977,pyabsa-multilingual,48863
68,مكان,مكان,Positive,0.9982,pyabsa-multilingual,48863
69,فندق,فندق,Positive,0.9986,pyabsa-multilingual,48863
69,إطلالة,إطلالة,Positive,0.9986,pyabsa-multilingual,48863
70,الحدائق,الحدائق,Neutral,0.5865,pyabsa-multilingual,48863
70,الحديقة,الحديقة,Neutral,0.5556,pyabsa-multilingual,48863
70,الحاويات,الحاويات,Negative,0.9667,pyabsa-multilingual,48863
73,park,park,Positive,0.993,pyabsa-multilingual,48863
73,BAR,BAR,Negative,0.9644,pyabsa-multilingual,48863
75,الموظفين,الموظفين,Positive,0.9951,pyabsa-multilingual,48863
75,الفندق,الفندق,Positive,0.6964,pyabsa-multilingual,48863
75,المواقف,المواقف,Negative,0.9743,pyabsa-multilingual,48863
76,fun,fun,Positive,0.9982,pyabsa-multilingual,48863
77,مكانه,مكانه,Positive,0.8408,pyabsa-multilingual,48863
77,المنتجع,المنتجع,Negative,0.5941,pyabsa-multilingual,48863
80,مكان,مكان,Positive,0.9985,pyabsa-multilingual,48863
80,عاليه,عاليه,Positive,0.9981,pyabsa-multilingual,48863
80,جلوس,جلوس,Positive,0.9981,pyabsa-multilingual,48863
81,place,place,Positive,0.997,pyabsa-multilingual,48863
82,الحديقه,الحديقه,Positive,0.9981,pyabsa-multilingual,48863
82,نظافتها,نظافتها,Positive,0.9983,pyabsa-multilingual,48863
82,المكان,المكان,Positive,0.9971,pyabsa-multilingual,48863
83,organization,organization,Positive,0.9955,pyabsa-multilingual,48863
83,تنظيم,تنظيم,Positive,0.998,pyabsa-multilingual,48863
84,احترافيين,احترافيين,Positive,0.9987,pyabsa-multilingual,48863
84,ممتازة,ممتازة,Positive,0.9987,pyabsa-multilingual,48863
85,اكله,اكله,Positive,0.9988,pyabsa-multilingual,48863
86,‏,‏,Positive,0.6071,pyabsa-multilingual,48863
87,مكان,مكان,Positive,0.998,pyabsa-multilingual,48863
87,الاستقبال,الاستقبال,Positive,0.977,pyabsa-multilingual,48863
88,المرافق,المرافق,Positive,0.7147,pyabsa-multilingual,48863
89,مكان,مكان,Positive,0.984,pyabsa-multilingual,48863
90,place,place,Positive,0.9818,pyabsa-multilingual,48863
91,المفارش,المفارش,Negative,0.9967,pyabsa-multilingual,48863
91,نظافة الغرفة,نظافة الغرفة,Negative,0.9969,pyabsa-multilingual,48863
91,الشبابيك,الشبابيك,Negative,0.9971,pyabsa-multilingual,48863
91,الارض,الارض,Negative,0.9968,pyabsa-multilingual,48863
92,مكان,مكان,Positive,0.9502,pyabsa-multilingual,48863
92,شاي,شاي,Positive,0.9116,pyabsa-multilingual,48863
92,أكلات,أكلات,Positive,0.8294,pyabsa-multilingual,48863
93,دورات المياة,دورات المياة,Negative,0.9807,pyabsa-multilingual,48863
93,بشكل,بشكل,Positive,0.9901,pyabsa-multilingual,48863
95,حدائق,حدائق,Positive,0.9981,pyabsa-multilingual,48863
95,مواقف السيارات,مواقف السيارات,Positive,0.998,pyabsa-multilingual,48863
96,موقع,موقع,Positive,0.9977,pyabsa-multilingual,48863
98,منتزه,منتزه,Positive,0.9988,pyabsa-multilingual,48863
99,موقع,موقع,Positive,0.9977,pyabsa-multilingual,48863
99,الخدمات,الخدمات,Positive,0.9978,pyabsa-multilingual,48863
0,الاسعار,الاسعار,Negative,0.9923,pyabsa-multilingual,48264
0,لابد,لابد,Negative,0.9841,pyabsa-multilingual,48264
1,مناظر,مناظر,Positive,0.9977,pyabsa-multilingual,48264
2,فكره,فكره,Positive,0.998,pyabsa-multilingual,48264
3,منتجات,منتجات,Positive,0.7786,pyabsa-multilingual,48264
3,جودة,جودة,Positive,0.5636,pyabsa-multilingual,48264
3,اسعار,اسعار,Neutral,0.7692,pyabsa-multilingual,48264
4,Iced coffee,Iced coffee,Positive,0.9987,pyabsa-multilingual,48264
5,الطاقم,الطاقم,Negative,0.9938,pyabsa-multilingual,48264
6,الحديقة,الحديقة,Positive,0.9893,pyabsa-multilingual,48264
6,الأطفال,الأطفال,Positive,0.9898,pyabsa-multilingual,48264
6,اشجارها,اشجارها,Positive,0.9778,pyabsa-multilingual,48264
7,الطاقم,الطاقم,Positive,0.998,pyabsa-multilingual,48264
10,عوايل,عوايل,Negative,0.9961,pyabsa-multilingual,48264
11,موقع,موقع,Positive,0.9985,pyabsa-multilingual,48264
13,منتجات,منتجات,Positive,0.9785,pyabsa-multilingual,48264
13,السجادات,السجادات,Positive,0.9708,pyabsa-multilingual,48264
14,المنتزه,المنتزه,Positive,0.9898,pyabsa-multilingual,48264
